kc,ku,mc,mr,nc,nr,nvr,X,time,peak,backend
256,2,64,8,3584,32,2,[256; 2; 64; 8; 3584; 32; 2],0.08888284550630488,0.07864854716167696,tvm
8,8,4,2,512,32,2,[8; 8; 4; 2; 512; 32; 2],0.018196422002802137,0.38416929798562444,tvm
4,1,4,4,1792,16,1,[4; 1; 4; 4; 1792; 16; 1],0.019167400125297718,0.36470813052211415,tvm
8,8,4,4,448,32,2,[8; 8; 4; 4; 448; 32; 2],0.01571083737508161,0.4449480635420526,tvm
4,2,16,4,512,64,4,[4; 2; 16; 4; 512; 64; 4],0.036627406254410744,0.19085453712204523,tvm
8,2,1,1,256,128,8,[8; 2; 1; 1; 256; 128; 8],0.01805883187626023,0.38709628145197167,tvm
4,2,16,8,32,16,1,[4; 2; 16; 8; 32; 16; 1],0.04512232450360898,0.15492346069421914,tvm
32,4,64,8,256,16,1,[32; 4; 64; 8; 256; 16; 1],0.030667765502585098,0.22794313677915046,tvm
16,1,2,1,7168,16,1,[16; 1; 2; 1; 7168; 16; 1],0.14819150796392933,0.04717211372441258,tvm
8,4,16,1,1024,64,4,[8; 4; 16; 1; 1024; 64; 4],0.017162584503239486,0.4073108374410153,tvm
8,4,4,2,7168,32,2,[8; 4; 4; 2; 7168; 32; 2],0.08955966751091182,0.07805418288109381,tvm
16,4,2,1,512,128,8,[16; 4; 2; 1; 512; 128; 8],0.03032402999815531,0.23052696713108112,tvm
256,8,64,4,1024,32,2,[256; 8; 64; 4; 1024; 32; 2],0.03727622525184415,0.1875325792629936,tvm
16,8,1,1,128,128,8,[16; 8; 1; 1; 128; 128; 8],0.028402029754943214,0.2461270101813765,tvm
16,4,2,1,224,224,14,[16; 4; 2; 1; 224; 224; 14],0.030168860495905392,0.2317126517793219,tvm
4,2,64,2,32,32,2,[4; 2; 64; 2; 32; 32; 2],0.0218972373768338,0.3192414890684922,tvm
256,1,8,8,2048,16,1,[256; 1; 8; 8; 2048; 16; 1],0.09361590701155365,0.07467220998888502,tvm
64,64,8,8,2048,16,1,[64; 64; 8; 8; 2048; 16; 1],0.05113234248710796,0.13671399209666932,tvm
32,32,16,4,7168,64,4,[32; 32; 16; 4; 7168; 64; 4],0.0774351790023502,0.09027559252435513,tvm
8,8,4,2,256,16,1,[8; 8; 4; 2; 256; 16; 1],0.01553600838087732,0.4499551297404689,tvm
32,1,64,4,2048,64,4,[32; 1; 64; 4; 2048; 64; 4],0.045913416252005845,0.1522541173651235,tvm
256,2,32,8,3584,16,1,[256; 2; 32; 8; 3584; 16; 1],0.11935019702650607,0.05857138773817164,tvm
8,8,8,1,448,32,2,[8; 8; 8; 1; 448; 32; 2],0.017283068744291086,0.4044713800595024,tvm
64,4,4,2,7168,112,7,[64; 4; 4; 2; 7168; 112; 7],0.15321922901785,0.04562421251873206,tvm
8,8,32,8,7168,16,1,[8; 8; 32; 8; 7168; 16; 1],0.19938180304598063,0.035060906059990564,tvm
32,4,2,2,128,64,4,[32; 4; 2; 2; 128; 64; 4],0.019562902496545576,0.35733484169340685,tvm
16,1,64,8,64,16,1,[16; 1; 64; 8; 64; 16; 1],0.03703034674981609,0.18877778039443785,tvm
8,1,64,2,1024,32,2,[8; 1; 64; 2; 1024; 32; 2],0.024451536119158845,0.28589233136928766,tvm
8,4,2,1,14336,224,14,[8; 4; 2; 1; 14336; 224; 14],0.2260874620405957,0.030919479583575795,tvm
32,4,64,16,16,16,1,[32; 4; 64; 16; 16; 16; 1],0.0375900907383766,0.18596674095095747,tvm
128,64,64,16,224,16,1,[128; 64; 64; 16; 224; 16; 1],0.047804386253119446,0.14623149076012884,tvm
2,1,16,4,16,16,1,[2; 1; 16; 4; 16; 16; 1],0.0540741229779087,0.12927637623494237,tvm
16,4,16,2,224,112,7,[16; 4; 16; 2; 224; 112; 7],0.023849362245528027,0.2931108427428683,tvm
4,1,32,1,1024,64,4,[4; 1; 32; 1; 1024; 64; 4],0.03366608249780256,0.20764241479901763,tvm
4,2,1,1,512,32,2,[4; 2; 1; 1; 512; 32; 2],0.022838751996459905,0.306080939437944,tvm
256,4,16,4,896,32,2,[256; 4; 16; 4; 896; 32; 2],0.03543508950679097,0.1972763936528781,tvm
512,4,32,16,256,16,1,[512; 4; 32; 16; 256; 16; 1],0.05978004451026209,0.11693712716233672,tvm
32,4,64,8,448,16,1,[32; 4; 64; 8; 448; 16; 1],0.02734454450546764,0.2556453871546074,tvm
32,2,4,1,448,224,14,[32; 2; 4; 1; 448; 224; 14],0.034980115000507794,0.19984230087766114,tvm
16,16,2,1,512,64,4,[16; 16; 2; 1; 512; 64; 4],0.030389074992854148,0.23003354555248728,tvm
128,2,2,2,1024,64,4,[128; 2; 2; 2; 1024; 64; 4],0.028509887502877973,0.2451958698876311,tvm
16,1,16,2,112,16,1,[16; 1; 16; 2; 112; 16; 1],0.021846640629519243,0.3199808512994476,tvm
32,2,64,4,32,32,2,[32; 2; 64; 4; 32; 32; 2],0.03419606926036067,0.20442427500782692,tvm
32,2,32,2,896,128,8,[32; 2; 32; 2; 896; 128; 8],0.015169365004112478,0.46083054002402285,tvm
32,16,64,8,256,16,1,[32; 16; 64; 8; 256; 16; 1],0.021251950376608875,0.3289348291703533,tvm
32,16,64,8,3584,16,1,[32; 16; 64; 8; 3584; 16; 1],0.05173047201242298,0.13513324728581463,tvm
4,2,2,2,512,32,2,[4; 2; 2; 2; 512; 32; 2],0.019279445623396896,0.36258857247343357,tvm
4,1,4,4,1024,32,2,[4; 1; 4; 4; 1024; 32; 2],0.044622356494073756,0.1566592895557873,tvm
512,128,16,16,224,16,1,[512; 128; 16; 16; 224; 16; 1],0.06536903901724145,0.10693910713331554,tvm
32,16,64,2,14336,112,7,[32; 16; 64; 2; 14336; 112; 7],0.1370742639992386,0.0509979514951508,tvm
32,2,16,4,448,64,4,[32; 2; 16; 4; 448; 64; 4],0.026819994745892473,0.2606453406459848,tvm
8,1,32,1,512,128,8,[8; 1; 32; 1; 512; 128; 8],0.016410518750490155,0.42597719017614066,tvm
128,2,32,16,448,16,1,[128; 2; 32; 16; 448; 16; 1],0.05334074000711553,0.13105379988605614,tvm
16,8,32,4,14336,64,4,[16; 8; 32; 4; 14336; 64; 4],0.1632225249777548,0.04282807576723486,tvm
8,2,1,1,2048,64,4,[8; 2; 1; 1; 2048; 64; 4],0.034126997998100705,0.20483801906794483,tvm
4,2,8,1,448,16,1,[4; 2; 8; 1; 448; 16; 1],0.019049797250772826,0.3669596360865768,tvm
