kc,ku,mc,mr,nc,nr,X,time,peak,backend
1024,2,2,1,32,16,[1024; 2; 2; 1; 32; 16],0.15718017402105033,0.04447448102284493,tvm
32,4,64,1,128,64,[32; 4; 64; 1; 128; 64],0.03121419450326357,0.22395281306829112,tvm
32,1,1,1,128,64,[32; 1; 1; 1; 128; 64],0.03048326075077057,0.2293227986277668,tvm
32,32,8,1,1792,64,[32; 32; 8; 1; 1792; 64],0.018251177374622785,0.3830167513678633,tvm
64,16,64,1,1024,16,[64; 16; 64; 1; 1024; 16],0.045124388750991784,0.15491637360989235,tvm
128,16,1,1,256,64,[128; 16; 1; 1; 256; 64],0.03519632124516647,0.19861469663187248,tvm
2,1,16,1,1792,64,[2; 1; 16; 1; 1792; 64],0.028554838994750753,0.24480987856214964,tvm
1024,32,64,1,224,16,[1024; 32; 64; 1; 224; 16],0.17383778397925198,0.04021281511216804,tvm
1024,16,64,1,128,128,[1024; 16; 64; 1; 128; 128],0.14268647698918357,0.048992075592395386,tvm
4,1,8,1,112,16,[4; 1; 8; 1; 112; 16],0.02312840100057656,0.3022477285175228,tvm
256,32,2,1,256,64,[256; 32; 2; 1; 256; 64],0.1307837279746309,0.053450890068087585,tvm
32,16,64,1,256,128,[32; 16; 64; 1; 256; 128],0.027289650999591686,0.25615962134404946,tvm
128,2,1,1,3584,128,[128; 2; 1; 1; 3584; 128],0.16713951103156433,0.0418243814614637,tvm
1024,64,1,1,256,64,[1024; 64; 1; 1; 256; 64],0.1420653599780053,0.04920627144962674,tvm
256,8,32,1,7168,128,[256; 8; 32; 1; 7168; 128],0.40825861401390284,0.01712274138673437,tvm
256,16,8,1,128,16,[256; 16; 8; 1; 128; 16],0.1731562259956263,0.04037109625410314,tvm
2048,4,1,1,32,16,[2048; 4; 1; 1; 32; 16],0.193338478973601,0.03615683077563246,tvm
128,4,16,1,1024,128,[128; 4; 16; 1; 1024; 128],0.033662207002635114,0.20766632045603672,tvm
8,2,16,1,7168,128,[8; 2; 16; 1; 7168; 128],0.0727830349933356,0.09604582533974784,tvm
256,4,8,1,1024,64,[256; 4; 8; 1; 1024; 64],0.10769308899762109,0.06491137668844363,tvm
32,32,16,1,128,128,[32; 32; 16; 1; 128; 128],0.01413806012715213,0.4944459567859247,tvm
1024,64,4,1,112,16,[1024; 64; 4; 1; 112; 16],0.15324856800725684,0.04561547789690043,tvm
64,16,32,1,64,16,[64; 16; 32; 1; 64; 16],0.04032144400116522,0.17336945240514337,tvm
4096,1,16,1,512,128,[4096; 1; 16; 1; 512; 128],0.2942667360184714,0.02375568085353645,tvm
16,8,8,1,448,64,[16; 8; 8; 1; 448; 64],0.01801629224792123,0.38801028371824126,tvm
2,2,4,1,448,16,[2; 2; 4; 1; 448; 16],0.027165298743057065,0.2573322212572136,tvm
4096,32,4,1,3584,128,[4096; 32; 4; 1; 3584; 128],0.5088865229627118,0.01373686735889229,tvm
32,32,2,1,896,128,[32; 32; 2; 1; 896; 128],0.030372146487934515,0.2301617592106531,tvm
16,2,64,1,2048,64,[16; 2; 64; 1; 2048; 64],0.015926010499242693,0.43893645976178886,tvm
256,32,1,1,14336,64,[256; 32; 1; 1; 14336; 64],0.752282514993567,0.009292395512776799,tvm
2048,16,64,1,1792,16,[2048; 16; 64; 1; 1792; 16],0.22556723898742348,0.030990788813336598,tvm
4096,2,32,1,14336,128,[4096; 2; 32; 1; 14336; 128],1.2376687619835138,0.00564812402266947,tvm
64,2,1,1,14336,16,[64; 2; 1; 1; 14336; 16],0.9168266479973681,0.007624676575376695,tvm
256,8,2,1,64,64,[256; 8; 2; 1; 64; 64],0.12154843501048163,0.057512107548434055,tvm
512,8,4,1,1024,128,[512; 8; 4; 1; 1024; 128],0.10815555800218135,0.06463381813929228,tvm
1024,32,64,1,32,16,[1024; 32; 64; 1; 32; 16],0.18855068495031446,0.03707494708125168,tvm
128,4,4,1,896,16,[128; 4; 4; 1; 896; 16],0.06364200499956496,0.10984108163648289,tvm
4096,1,32,1,128,64,[4096; 1; 32; 1; 128; 64],0.23132855299627408,0.030218952983202468,tvm
