i1,i2,i3,j1,j2,j3,k1,ku,nvr,X,time,peak,backend
8,8,4,1024,256,16,8,4,1,[8; 8; 4; 1024; 256; 16; 8; 4; 1],0.014545674988767132,0.2746228855780183,tvm
64,64,1,32,16,16,256,4,1,[64; 64; 1; 32; 16; 16; 256; 4; 1],0.04215907273464836,0.094750073447709,tvm
32,1,1,256,32,32,16,16,2,[32; 1; 1; 256; 32; 32; 16; 16; 2],0.04911794449435547,0.08132618901742288,tvm
8,8,1,1024,1024,16,128,64,1,[8; 8; 1; 1024; 1024; 16; 128; 64; 1],0.03484891675179824,0.11462552097517102,tvm
64,8,2,256,256,32,8,4,2,[64; 8; 2; 256; 256; 32; 8; 4; 2],0.01198890456726076,0.33318934317015114,tvm
4,4,1,1024,256,32,64,2,2,[4; 4; 1; 1024; 256; 32; 64; 2; 2],0.028163672250229865,0.14183431771979363,tvm
8,2,2,256,64,16,1024,8,1,[8; 2; 2; 256; 64; 16; 1024; 8; 1],0.03278614324517548,0.12183730206458622,tvm
4,2,2,256,128,128,8,1,8,[4; 2; 2; 256; 128; 128; 8; 1; 8],0.025031825003679842,0.15957986433302443,tvm
32,8,1,64,64,16,128,4,1,[32; 8; 1; 64; 64; 16; 128; 4; 1],0.035258881747722626,0.11329273760513542,tvm
64,8,2,1024,32,32,1024,2,2,[64; 8; 2; 1024; 32; 32; 1024; 2; 2],0.025014830753207207,0.1596882776263871,tvm
8,4,2,128,32,32,32,16,2,[8; 4; 2; 128; 32; 32; 32; 16; 2],0.017081786631024443,0.2338499668904758,tvm
8,4,1,512,512,32,4096,32,2,[8; 4; 1; 512; 512; 32; 4096; 32; 2],0.04986943377298303,0.08010067361661756,tvm
16,8,1,512,32,32,32,16,2,[16; 8; 1; 512; 32; 32; 32; 16; 2],0.016211097507039085,0.24640991989350122,tvm
16,2,2,512,64,64,4096,2,4,[16; 2; 2; 512; 64; 64; 4096; 2; 4],0.025050968484720215,0.15945791638881032,tvm
